日期,客户id,性别,国籍,职业,产品分类,产品名称,等级,价格,购买数量,消费额(元),门店名称,店长
2019/7/3,A009,女,英国,学生,饮料,产品 29,三级,2.7,1,2.7,3W咖啡长城店,Jim
2019/7/3,A001,男,中国,退休,咖啡,产品 16,三级,43.2,3,129.6,3W咖啡长城店,Jim
2019/7/3,A016,男,英国,无业游民,美食,产品 5,一级,5,3,15,3W咖啡鲁谷店,Lucy
2019/7/3,A006,女,中国,商务精英,饮料,产品 30,二级,18.2,5,91,3W咖啡公主坟店,Andy
2019/7/3,A004,女,美国,商务精英,美食,产品 12,三级,6,1,6,3W咖啡西单店,Jerry
2019/7/3,A020,男,中国,退休,美食,产品 12,三级,4.2,1,4.2,3W咖啡门头沟店,Simon
2019/7/3,A001,男,中国,退休,饮料,产品 15,一级,30,1,30,3W咖啡公主坟店,Andy
2019/7/3,A026,女,荷兰,退休,美食,产品 1,一级,19.6,1,19.6,3W咖啡望京店,Tom
2019/7/3,A006,女,中国,商务精英,咖啡,产品 27,一级,25,3,75,3W咖啡鲁谷店,Lucy
2019/7/3,A020,男,中国,退休,饮料,产品 14,三级,7.2,1,7.2,3W咖啡鲁谷店,Lucy
2019/7/3,A015,女,荷兰,上班族,饮料,产品 3,三级,15,2,30,3W咖啡长城店,Jim
2019/7/3,A014,女,荷兰,上班族,咖啡,产品 27,一级,25,3,75,3W咖啡门头沟店,Simon
2019/7/3,A007,男,中国,上班族,饮料,产品 6,一级,51.8,2,103.6,3W咖啡望京店,Tom
2019/7/3,A017,女,美国,学生,美食,产品 7,一级,18.4,1,18.4,3W咖啡望京店,Tom
2019/7/3,A020,男,中国,退休,咖啡,产品 19,二级,56,2,112,3W咖啡公主坟店,Andy
2019/7/3,A011,男,美国,无业游民,美食,产品 20,二级,51.8,3,155.4,3W咖啡望京店,Tom
2019/7/3,A025,男,美国,无业游民,饮料,产品 25,一级,21.6,4,86.4,3W咖啡长城店,Jim
2019/7/3,A014,女,荷兰,上班族,咖啡,产品 16,三级,43.2,3,129.6,3W咖啡望京店,Tom
2019/7/3,A002,男,荷兰,学生,茶饮,产品 17,一级,65.8,4,263.2,3W咖啡长城店,Jim
2019/7/3,A012,女,美国,上班族,饮料,产品 2,三级,25.2,5,126,3W咖啡门头沟店,Simon
2019/7/3,A012,女,美国,上班族,冰饮,产品 10,一级,58.4,1,58.4,3W咖啡望京店,Tom
2019/7/3,A024,男,美国,退休,饮料,产品 24,一级,51.2,2,102.4,3W咖啡门头沟店,Simon
2019/7/3,A013,女,中国,商务精英,美食,产品 1,一级,25.2,2,50.4,3W咖啡公主坟店,Andy
2019/7/3,A018,男,荷兰,退休,茶饮,产品 22,三级,4,1,4,3W咖啡西单店,Jerry
2019/7/3,A024,男,美国,退休,饮料,产品 28,一级,12.6,1,12.6,3W咖啡西单店,Jerry
2019/7/3,A010,男,荷兰,无业游民,饮料,产品 29,三级,2.7,6,16.2,3W咖啡长城店,Jim
2019/7/3,A026,女,荷兰,退休,饮料,产品 3,三级,13.5,2,27,3W咖啡大兴店,Bob
2019/7/3,A005,男,英国,无业游民,饮料,产品 28,一级,14.4,1,14.4,3W咖啡公主坟店,Andy
2019/7/3,A018,男,荷兰,退休,冰饮,产品 9,二级,49,1,49,3W咖啡公主坟店,Andy
2019/7/3,A017,女,美国,学生,饮料,产品 15,一级,24,1,24,3W咖啡西单店,Jerry
2019/7/3,A026,女,荷兰,退休,咖啡,产品 27,一级,20,5,100,3W咖啡西单店,Jerry
2019/7/3,A021,男,荷兰,无业游民,饮料,产品 14,三级,8,9,72,3W咖啡门头沟店,Simon
2019/7/3,A016,男,英国,无业游民,饮料,产品 2,三级,22.4,2,44.8,3W咖啡门头沟店,Simon
2019/7/3,A005,男,英国,无业游民,饮料,产品 3,三级,10.5,2,21,3W咖啡大兴店,Bob
2019/7/3,A008,男,中国,学生,饮料,产品 30,二级,26,2,52,3W咖啡王府井店,Nancy
2019/7/3,A004,女,美国,商务精英,咖啡,产品 16,三级,33.6,1,33.6,3W咖啡望京店,Tom
2019/7/3,A002,男,荷兰,学生,咖啡,产品 21,一级,42.4,6,254.4,3W咖啡公主坟店,Andy
2019/7/3,A001,男,中国,退休,饮料,产品 6,一级,74,1,74,3W咖啡公主坟店,Andy
2019/7/3,A009,女,英国,学生,咖啡,产品 16,三级,33.6,3,100.8,3W咖啡王府井店,Nancy
2019/7/3,A003,女,中国,退休,饮料,产品 3,三级,10.5,2,21,3W咖啡王府井店,Nancy
2019/7/3,A005,男,英国,无业游民,饮料,产品 28,一级,14.4,2,28.8,3W咖啡王府井店,Nancy
2019/7/3,A019,男,荷兰,商务精英,美食,产品 18,二级,61.6,1,61.6,3W咖啡望京店,Tom
2019/7/3,A004,女,美国,商务精英,美食,产品 12,三级,6,1,6,3W咖啡鲁谷店,Lucy
2019/7/3,A019,男,荷兰,商务精英,茶饮,产品 26,三级,11.9,2,23.8,3W咖啡西单店,Jerry
2019/7/3,A024,男,美国,退休,茶饮,产品 17,一级,84.6,1,84.6,3W咖啡王府井店,Nancy
2019/7/3,A001,男,中国,退休,咖啡,产品 21,一级,37.1,4,148.4,3W咖啡王府井店,Nancy
2019/7/3,A002,男,荷兰,学生,冰饮,产品 10,一级,65.7,2,131.4,3W咖啡大兴店,Bob
2019/7/3,A026,女,荷兰,退休,饮料,产品 30,二级,18.2,6,109.2,3W咖啡鲁谷店,Lucy
2019/7/3,A010,男,荷兰,无业游民,饮料,产品 2,三级,19.6,1,19.6,3W咖啡西单店,Jerry
2019/7/3,A018,男,荷兰,退休,饮料,产品 8,二级,36,1,36,3W咖啡王府井店,Nancy
2019/7/3,A020,男,中国,退休,咖啡,产品 11,一级,27.9,1,27.9,3W咖啡西单店,Jerry
2019/7/3,A013,女,中国,商务精英,饮料,产品 28,一级,14.4,2,28.8,3W咖啡公主坟店,Andy
2019/7/3,A017,女,美国,学生,美食,产品 12,三级,4.2,4,16.8,3W咖啡鲁谷店,Lucy
2019/7/3,A008,男,中国,学生,饮料,产品 28,一级,18,3,54,3W咖啡长城店,Jim
2019/7/3,A014,女,荷兰,上班族,茶饮,产品 23,一级,5,3,15,3W咖啡王府井店,Nancy
2019/7/3,A016,男,英国,无业游民,咖啡,产品 13,三级,14.4,1,14.4,3W咖啡西单店,Jerry
2019/7/3,A010,男,荷兰,无业游民,饮料,产品 8,二级,36,3,108,3W咖啡长城店,Jim
2019/7/3,A014,女,荷兰,上班族,美食,产品 5,一级,3.5,3,10.5,3W咖啡鲁谷店,Lucy
2019/7/3,A007,男,中国,上班族,咖啡,产品 27,一级,25,1,25,3W咖啡大兴店,Bob
2019/7/3,A020,男,中国,退休,茶饮,产品 23,一级,4.5,5,22.5,3W咖啡大兴店,Bob
2019/7/3,A003,女,中国,退休,茶饮,产品 23,一级,5,2,10,3W咖啡望京店,Tom
2019/7/4,A009,女,英国,学生,美食,产品 7,一级,18.4,7,128.8,3W咖啡门头沟店,Simon
2019/7/4,A019,男,荷兰,商务精英,冰饮,产品 9,二级,56,1,56,3W咖啡鲁谷店,Lucy
2019/7/4,A004,女,美国,商务精英,美食,产品 18,二级,70.4,1,70.4,3W咖啡公主坟店,Andy
2019/7/4,A013,女,中国,商务精英,饮料,产品 29,三级,3,3,9,3W咖啡王府井店,Nancy
2019/7/4,A019,男,荷兰,商务精英,饮料,产品 8,二级,36,1,36,3W咖啡西单店,Jerry
2019/7/4,A002,男,荷兰,学生,咖啡,产品 27,一级,20,7,140,3W咖啡门头沟店,Simon
2019/7/4,A023,女,中国,无业游民,咖啡,产品 13,三级,14.4,1,14.4,3W咖啡鲁谷店,Lucy
2019/7/4,A018,男,荷兰,退休,咖啡,产品 16,三级,38.4,2,76.8,3W咖啡望京店,Tom
2019/7/4,A002,男,荷兰,学生,美食,产品 20,二级,66.6,5,333,3W咖啡大兴店,Bob
2019/7/4,A001,男,中国,退休,美食,产品 7,一级,18.4,4,73.6,3W咖啡鲁谷店,Lucy
2019/7/4,A007,男,中国,上班族,饮料,产品 29,三级,3,1,3,3W咖啡西单店,Jerry
2019/7/4,A010,男,荷兰,无业游民,饮料,产品 25,一级,19.2,1,19.2,3W咖啡门头沟店,Simon
2019/7/4,A024,男,美国,退休,茶饮,产品 26,三级,17,1,17,3W咖啡望京店,Tom
2019/7/4,A015,女,荷兰,上班族,饮料,产品 3,三级,10.5,7,73.5,3W咖啡望京店,Tom
2019/7/4,A010,男,荷兰,无业游民,咖啡,产品 13,三级,14.4,3,43.2,3W咖啡鲁谷店,Lucy
2019/7/4,A020,男,中国,退休,咖啡,产品 13,三级,11.2,1,11.2,3W咖啡长城店,Jim
2019/7/4,A018,男,荷兰,退休,美食,产品 20,二级,51.8,8,414.4,3W咖啡西单店,Jerry
2019/7/4,A020,男,中国,退休,饮料,产品 8,二级,32,2,64,3W咖啡鲁谷店,Lucy
2019/7/4,A002,男,荷兰,学生,饮料,产品 14,三级,7.2,1,7.2,3W咖啡望京店,Tom
2019/7/4,A021,男,荷兰,无业游民,美食,产品 12,三级,6,1,6,3W咖啡鲁谷店,Lucy
2019/7/4,A003,女,中国,退休,美食,产品 20,二级,59.2,1,59.2,3W咖啡鲁谷店,Lucy
2019/7/4,A020,男,中国,退休,美食,产品 12,三级,4.2,1,4.2,3W咖啡王府井店,Nancy
2019/7/4,A023,女,中国,无业游民,饮料,产品 14,三级,5.6,3,16.8,3W咖啡门头沟店,Simon
2019/7/4,A015,女,荷兰,上班族,茶饮,产品 26,三级,13.6,1,13.6,3W咖啡门头沟店,Simon
2019/7/4,A006,女,中国,商务精英,茶饮,产品 23,一级,4.5,1,4.5,3W咖啡西单店,Jerry
2019/7/4,A006,女,中国,商务精英,咖啡,产品 21,一级,42.4,1,42.4,3W咖啡王府井店,Nancy
2019/7/4,A006,女,中国,商务精英,饮料,产品 2,三级,19.6,1,19.6,3W咖啡公主坟店,Andy
2019/7/4,A002,男,荷兰,学生,茶饮,产品 26,三级,11.9,1,11.9,3W咖啡公主坟店,Andy
2019/7/4,A022,男,中国,无业游民,咖啡,产品 4,二级,83.7,1,83.7,3W咖啡门头沟店,Simon
2019/7/4,A004,女,美国,商务精英,饮料,产品 3,三级,15,2,30,3W咖啡公主坟店,Andy
2019/7/4,A024,男,美国,退休,饮料,产品 3,三级,10.5,1,10.5,3W咖啡公主坟店,Andy
2019/7/4,A005,男,英国,无业游民,咖啡,产品 11,一级,31,1,31,3W咖啡西单店,Jerry
2019/7/4,A008,男,中国,学生,美食,产品 18,二级,79.2,2,158.4,3W咖啡王府井店,Nancy
2019/7/4,A018,男,荷兰,退休,美食,产品 7,一级,16.1,1,16.1,3W咖啡王府井店,Nancy
2019/7/4,A010,男,荷兰,无业游民,饮料,产品 24,一级,51.2,1,51.2,3W咖啡望京店,Tom
2019/7/4,A009,女,英国,学生,饮料,产品 25,一级,16.8,5,84,3W咖啡长城店,Jim
2019/7/4,A007,男,中国,上班族,饮料,产品 8,二级,32,2,64,3W咖啡大兴店,Bob
2019/7/4,A004,女,美国,商务精英,咖啡,产品 16,三级,38.4,1,38.4,3W咖啡公主坟店,Andy
2019/7/4,A024,男,美国,退休,美食,产品 7,一级,23,7,161,3W咖啡鲁谷店,Lucy
2019/7/4,A025,男,美国,无业游民,饮料,产品 29,三级,2.4,5,12,3W咖啡王府井店,Nancy
2019/7/4,A007,男,中国,上班族,饮料,产品 24,一级,51.2,5,256,3W咖啡门头沟店,Simon
2019/7/4,A016,男,英国,无业游民,咖啡,产品 13,三级,14.4,2,28.8,3W咖啡西单店,Jerry
2019/7/4,A009,女,英国,学生,咖啡,产品 21,一级,42.4,4,169.6,3W咖啡公主坟店,Andy
2019/7/4,A011,男,美国,无业游民,饮料,产品 14,三级,6.4,1,6.4,3W咖啡鲁谷店,Lucy
2019/7/4,A011,男,美国,无业游民,咖啡,产品 16,三级,33.6,2,67.2,3W咖啡门头沟店,Simon
2019/7/4,A021,男,荷兰,无业游民,饮料,产品 8,二级,36,3,108,3W咖啡王府井店,Nancy
2019/7/4,A009,女,英国,学生,饮料,产品 24,一级,57.6,3,172.8,3W咖啡望京店,Tom
2019/7/4,A012,女,美国,上班族,饮料,产品 14,三级,5.6,2,11.2,3W咖啡大兴店,Bob
2019/7/4,A004,女,美国,商务精英,饮料,产品 15,一级,30,7,210,3W咖啡公主坟店,Andy
2019/7/4,A025,男,美国,无业游民,饮料,产品 29,三级,3,8,24,3W咖啡鲁谷店,Lucy
2019/7/4,A026,女,荷兰,退休,饮料,产品 15,一级,24,2,48,3W咖啡大兴店,Bob
2019/7/4,A011,男,美国,无业游民,饮料,产品 30,二级,20.8,1,20.8,3W咖啡公主坟店,Andy
2019/7/4,A006,女,中国,商务精英,美食,产品 12,三级,4.2,8,33.6,3W咖啡大兴店,Bob
2019/7/4,A002,男,荷兰,学生,饮料,产品 28,一级,12.6,1,12.6,3W咖啡西单店,Jerry
2019/7/4,A026,女,荷兰,退休,饮料,产品 29,三级,2.1,2,4.2,3W咖啡长城店,Jim
2019/7/4,A023,女,中国,无业游民,美食,产品 7,一级,23,5,115,3W咖啡门头沟店,Simon
2019/7/4,A008,男,中国,学生,咖啡,产品 27,一级,25,3,75,3W咖啡望京店,Tom
2019/7/4,A017,女,美国,学生,饮料,产品 8,二级,32,1,32,3W咖啡西单店,Jerry
2019/7/4,A022,男,中国,无业游民,饮料,产品 28,一级,16.2,3,48.6,3W咖啡公主坟店,Andy
2019/7/4,A010,男,荷兰,无业游民,饮料,产品 25,一级,19.2,7,134.4,3W咖啡望京店,Tom
2019/7/4,A022,男,中国,无业游民,咖啡,产品 27,一级,22.5,1,22.5,3W咖啡鲁谷店,Lucy
2019/7/4,A020,男,中国,退休,饮料,产品 6,一级,59.2,4,236.8,3W咖啡公主坟店,Andy
2019/7/4,A020,男,中国,退休,饮料,产品 25,一级,16.8,1,16.8,3W咖啡西单店,Jerry
2019/7/4,A018,男,荷兰,退休,饮料,产品 15,一级,21,5,105,3W咖啡王府井店,Nancy
2019/7/4,A013,女,中国,商务精英,饮料,产品 30,二级,23.4,1,23.4,3W咖啡望京店,Tom
2019/7/4,A004,女,美国,商务精英,茶饮,产品 22,三级,2.8,3,8.4,3W咖啡望京店,Tom
2019/7/4,A020,男,中国,退休,饮料,产品 14,三级,6.4,2,12.8,3W咖啡公主坟店,Andy
2019/7/4,A011,男,美国,无业游民,美食,产品 5,一级,4,1,4,3W咖啡望京店,Tom
2019/7/4,A009,女,英国,学生,冰饮,产品 10,一级,51.1,5,255.5,3W咖啡鲁谷店,Lucy
2019/7/4,A015,女,荷兰,上班族,美食,产品 18,二级,88,1,88,3W咖啡西单店,Jerry
2019/7/4,A018,男,荷兰,退休,美食,产品 1,一级,22.4,4,89.6,3W咖啡公主坟店,Andy
2019/7/4,A019,男,荷兰,商务精英,美食,产品 20,二级,59.2,2,118.4,3W咖啡公主坟店,Andy
2019/7/4,A019,男,荷兰,商务精英,美食,产品 1,一级,28,7,196,3W咖啡鲁谷店,Lucy
2019/7/4,A016,男,英国,无业游民,咖啡,产品 27,一级,17.5,6,105,3W咖啡门头沟店,Simon
2019/7/4,A004,女,美国,商务精英,美食,产品 12,三级,6,5,30,3W咖啡长城店,Jim
2019/7/4,A013,女,中国,商务精英,美食,产品 7,一级,23,1,23,3W咖啡西单店,Jerry
2019/7/4,A014,女,荷兰,上班族,茶饮,产品 17,一级,94,1,94,3W咖啡西单店,Jerry
2019/7/4,A008,男,中国,学生,美食,产品 1,一级,19.6,1,19.6,3W咖啡长城店,Jim
2019/7/4,A010,男,荷兰,无业游民,美食,产品 12,三级,4.8,4,19.2,3W咖啡西单店,Jerry
2019/7/4,A014,女,荷兰,上班族,美食,产品 1,一级,22.4,1,22.4,3W咖啡门头沟店,Simon
2019/7/4,A015,女,荷兰,上班族,美食,产品 20,二级,66.6,1,66.6,3W咖啡望京店,Tom
2019/7/4,A009,女,英国,学生,美食,产品 20,二级,66.6,1,66.6,3W咖啡西单店,Jerry
2019/7/4,A006,女,中国,商务精英,美食,产品 20,二级,74,3,222,3W咖啡公主坟店,Andy
2019/7/4,A024,男,美国,退休,咖啡,产品 27,一级,22.5,1,22.5,3W咖啡公主坟店,Andy
2019/7/4,A014,女,荷兰,上班族,冰饮,产品 9,二级,70,4,280,3W咖啡门头沟店,Simon
2019/7/4,A018,男,荷兰,退休,美食,产品 5,一级,5,2,10,3W咖啡望京店,Tom
2019/7/4,A021,男,荷兰,无业游民,饮料,产品 14,三级,8,3,24,3W咖啡西单店,Jerry
2019/7/4,A020,男,中国,退休,饮料,产品 6,一级,59.2,1,59.2,3W咖啡望京店,Tom
2019/7/4,A017,女,美国,学生,饮料,产品 6,一级,74,1,74,3W咖啡鲁谷店,Lucy
2019/7/4,A010,男,荷兰,无业游民,咖啡,产品 4,二级,65.1,1,65.1,3W咖啡望京店,Tom
2019/7/4,A005,男,英国,无业游民,咖啡,产品 16,三级,43.2,1,43.2,3W咖啡大兴店,Bob
2019/7/4,A006,女,中国,商务精英,美食,产品 7,一级,20.7,2,41.4,3W咖啡王府井店,Nancy
2019/7/4,A016,男,英国,无业游民,咖啡,产品 21,一级,42.4,2,84.8,3W咖啡公主坟店,Andy
2019/7/4,A012,女,美国,上班族,饮料,产品 8,二级,36,3,108,3W咖啡门头沟店,Simon
2019/7/4,A012,女,美国,上班族,美食,产品 12,三级,5.4,6,32.4,3W咖啡望京店,Tom
2019/7/4,A006,女,中国,商务精英,咖啡,产品 27,一级,20,3,60,3W咖啡望京店,Tom
2019/7/4,A025,男,美国,无业游民,饮料,产品 14,三级,8,6,48,3W咖啡望京店,Tom
2019/7/4,A015,女,荷兰,上班族,饮料,产品 14,三级,5.6,6,33.6,3W咖啡鲁谷店,Lucy
2019/7/4,A022,男,中国,无业游民,美食,产品 18,二级,70.4,9,633.6,3W咖啡鲁谷店,Lucy
2019/7/4,A011,男,美国,无业游民,茶饮,产品 17,一级,84.6,5,423,3W咖啡王府井店,Nancy
2019/7/4,A007,男,中国,上班族,茶饮,产品 23,一级,4.5,1,4.5,3W咖啡门头沟店,Simon
2019/7/4,A003,女,中国,退休,美食,产品 5,一级,3.5,2,7,3W咖啡望京店,Tom
2019/7/4,A018,男,荷兰,退休,茶饮,产品 17,一级,65.8,1,65.8,3W咖啡公主坟店,Andy
2019/7/4,A009,女,英国,学生,咖啡,产品 16,三级,33.6,1,33.6,3W咖啡王府井店,Nancy
2019/7/4,A024,男,美国,退休,咖啡,产品 21,一级,37.1,5,185.5,3W咖啡鲁谷店,Lucy
2019/7/4,A002,男,荷兰,学生,咖啡,产品 11,一级,27.9,4,111.6,3W咖啡西单店,Jerry
2019/7/4,A002,男,荷兰,学生,饮料,产品 8,二级,32,1,32,3W咖啡大兴店,Bob
2019/7/4,A018,男,荷兰,退休,饮料,产品 15,一级,27,1,27,3W咖啡王府井店,Nancy
2019/7/4,A016,男,英国,无业游民,茶饮,产品 22,三级,4,5,20,3W咖啡王府井店,Nancy
2019/7/4,A020,男,中国,退休,咖啡,产品 19,二级,44.8,1,44.8,3W咖啡望京店,Tom
2019/7/4,A021,男,荷兰,无业游民,饮料,产品 29,三级,2.1,7,14.7,3W咖啡门头沟店,Simon
2019/7/4,A010,男,荷兰,无业游民,美食,产品 7,一级,16.1,1,16.1,3W咖啡鲁谷店,Lucy
2019/7/4,A019,男,荷兰,商务精英,美食,产品 20,二级,74,4,296,3W咖啡鲁谷店,Lucy
2019/7/4,A008,男,中国,学生,咖啡,产品 19,二级,56,1,56,3W咖啡西单店,Jerry
2019/7/4,A022,男,中国,无业游民,茶饮,产品 26,三级,13.6,5,68,3W咖啡长城店,Jim
2019/7/4,A026,女,荷兰,退休,冰饮,产品 10,一级,58.4,2,116.8,3W咖啡公主坟店,Andy
2019/7/4,A001,男,中国,退休,美食,产品 18,二级,88,1,88,3W咖啡长城店,Jim
2019/7/4,A004,女,美国,商务精英,咖啡,产品 21,一级,47.7,1,47.7,3W咖啡门头沟店,Simon
2019/7/4,A015,女,荷兰,上班族,咖啡,产品 13,三级,12.8,3,38.4,3W咖啡鲁谷店,Lucy
2019/7/4,A014,女,荷兰,上班族,咖啡,产品 4,二级,93,4,372,3W咖啡西单店,Jerry
2019/7/4,A017,女,美国,学生,美食,产品 12,三级,4.2,1,4.2,3W咖啡西单店,Jerry
2019/7/4,A008,男,中国,学生,美食,产品 20,二级,74,2,148,3W咖啡门头沟店,Simon
2019/7/4,A021,男,荷兰,无业游民,茶饮,产品 17,一级,65.8,1,65.8,3W咖啡望京店,Tom
2019/7/4,A024,男,美国,退休,饮料,产品 6,一级,74,1,74,3W咖啡望京店,Tom
2019/7/4,A007,男,中国,上班族,饮料,产品 15,一级,21,1,21,3W咖啡西单店,Jerry
2019/7/4,A022,男,中国,无业游民,咖啡,产品 19,二级,39.2,1,39.2,3W咖啡鲁谷店,Lucy
2019/7/4,A010,男,荷兰,无业游民,饮料,产品 2,三级,22.4,3,67.2,3W咖啡王府井店,Nancy
2019/7/4,A002,男,荷兰,学生,饮料,产品 15,一级,30,3,90,3W咖啡长城店,Jim
2019/7/4,A016,男,英国,无业游民,饮料,产品 3,三级,12,1,12,3W咖啡王府井店,Nancy
2019/7/4,A007,男,中国,上班族,咖啡,产品 11,一级,21.7,2,43.4,3W咖啡鲁谷店,Lucy
2019/7/4,A023,女,中国,无业游民,美食,产品 20,二级,59.2,1,59.2,3W咖啡公主坟店,Andy
2019/7/4,A004,女,美国,商务精英,饮料,产品 8,二级,40,4,160,3W咖啡公主坟店,Andy
2019/7/4,A025,男,美国,无业游民,茶饮,产品 23,一级,4,1,4,3W咖啡长城店,Jim
2019/7/4,A017,女,美国,学生,美食,产品 20,二级,51.8,1,51.8,3W咖啡王府井店,Nancy
2019/7/4,A015,女,荷兰,上班族,美食,产品 5,一级,5,6,30,3W咖啡西单店,Jerry
2019/7/4,A016,男,英国,无业游民,茶饮,产品 17,一级,65.8,4,263.2,3W咖啡鲁谷店,Lucy
2019/7/4,A015,女,荷兰,上班族,美食,产品 12,三级,4.8,5,24,3W咖啡王府井店,Nancy
2019/7/4,A009,女,英国,学生,美食,产品 18,二级,88,6,528,3W咖啡长城店,Jim
2019/7/4,A023,女,中国,无业游民,饮料,产品 14,三级,5.6,8,44.8,3W咖啡大兴店,Bob
2019/7/4,A013,女,中国,商务精英,饮料,产品 24,一级,51.2,1,51.2,3W咖啡长城店,Jim
2019/7/4,A018,男,荷兰,退休,咖啡,产品 21,一级,37.1,1,37.1,3W咖啡大兴店,Bob
2019/7/4,A021,男,荷兰,无业游民,咖啡,产品 19,二级,39.2,4,156.8,3W咖啡公主坟店,Andy
2019/7/4,A022,男,中国,无业游民,饮料,产品 25,一级,21.6,3,64.8,3W咖啡公主坟店,Andy
2019/7/4,A019,男,荷兰,商务精英,咖啡,产品 11,一级,31,2,62,3W咖啡长城店,Jim
2019/7/4,A018,男,荷兰,退休,茶饮,产品 17,一级,84.6,2,169.2,3W咖啡长城店,Jim
2019/7/4,A017,女,美国,学生,咖啡,产品 11,一级,31,4,124,3W咖啡长城店,Jim
2019/7/4,A014,女,荷兰,上班族,咖啡,产品 4,二级,93,3,279,3W咖啡公主坟店,Andy
2019/7/5,A015,女,荷兰,上班族,咖啡,产品 16,三级,33.6,5,168,3W咖啡门头沟店,Simon
2019/7/5,A014,女,荷兰,上班族,饮料,产品 15,一级,21,1,21,3W咖啡长城店,Jim
2019/7/5,A026,女,荷兰,退休,饮料,产品 24,一级,51.2,1,51.2,3W咖啡望京店,Tom
2019/7/5,A006,女,中国,商务精英,饮料,产品 30,二级,23.4,3,70.2,3W咖啡公主坟店,Andy
2019/7/5,A014,女,荷兰,上班族,饮料,产品 8,二级,36,2,72,3W咖啡大兴店,Bob
2019/7/5,A010,男,荷兰,无业游民,咖啡,产品 13,三级,14.4,1,14.4,3W咖啡西单店,Jerry
2019/7/5,A009,女,英国,学生,美食,产品 1,一级,22.4,1,22.4,3W咖啡鲁谷店,Lucy
2019/7/5,A004,女,美国,商务精英,饮料,产品 15,一级,27,1,27,3W咖啡鲁谷店,Lucy
2019/7/5,A018,男,荷兰,退休,饮料,产品 28,一级,14.4,2,28.8,3W咖啡长城店,Jim
2019/7/5,A017,女,美国,学生,饮料,产品 14,三级,8,1,8,3W咖啡长城店,Jim
2019/7/5,A004,女,美国,商务精英,茶饮,产品 17,一级,84.6,2,169.2,3W咖啡门头沟店,Simon
2019/7/5,A014,女,荷兰,上班族,咖啡,产品 11,一级,21.7,1,21.7,3W咖啡望京店,Tom
2019/7/5,A026,女,荷兰,退休,咖啡,产品 13,三级,14.4,5,72,3W咖啡长城店,Jim
2019/7/5,A012,女,美国,上班族,咖啡,产品 19,二级,56,1,56,3W咖啡门头沟店,Simon
2019/7/5,A016,男,英国,无业游民,冰饮,产品 9,二级,49,1,49,3W咖啡望京店,Tom
2019/7/5,A004,女,美国,商务精英,美食,产品 20,二级,59.2,1,59.2,3W咖啡鲁谷店,Lucy
2019/7/5,A012,女,美国,上班族,咖啡,产品 19,二级,50.4,1,50.4,3W咖啡鲁谷店,Lucy
2019/7/5,A002,男,荷兰,学生,茶饮,产品 22,三级,3.6,8,28.8,3W咖啡长城店,Jim
2019/7/5,A022,男,中国,无业游民,咖啡,产品 21,一级,47.7,4,190.8,3W咖啡王府井店,Nancy
2019/7/5,A012,女,美国,上班族,饮料,产品 29,三级,3,5,15,3W咖啡长城店,Jim
2019/7/5,A003,女,中国,退休,茶饮,产品 17,一级,94,5,470,3W咖啡长城店,Jim
2019/7/5,A013,女,中国,商务精英,饮料,产品 25,一级,19.2,1,19.2,3W咖啡门头沟店,Simon
2019/7/5,A004,女,美国,商务精英,茶饮,产品 17,一级,94,1,94,3W咖啡王府井店,Nancy
2019/7/5,A011,男,美国,无业游民,茶饮,产品 17,一级,65.8,1,65.8,3W咖啡门头沟店,Simon
2019/7/5,A025,男,美国,无业游民,冰饮,产品 9,二级,49,1,49,3W咖啡西单店,Jerry
2019/7/5,A005,男,英国,无业游民,美食,产品 7,一级,20.7,1,20.7,3W咖啡门头沟店,Simon
2019/7/5,A023,女,中国,无业游民,咖啡,产品 16,三级,33.6,1,33.6,3W咖啡大兴店,Bob
2019/7/5,A001,男,中国,退休,饮料,产品 6,一级,51.8,9,466.2,3W咖啡公主坟店,Andy
2019/7/5,A004,女,美国,商务精英,饮料,产品 28,一级,18,1,18,3W咖啡鲁谷店,Lucy
2019/7/5,A008,男,中国,学生,美食,产品 12,三级,4.2,1,4.2,3W咖啡公主坟店,Andy
2019/7/5,A023,女,中国,无业游民,饮料,产品 25,一级,19.2,6,115.2,3W咖啡大兴店,Bob
2019/7/5,A001,男,中国,退休,咖啡,产品 21,一级,37.1,1,37.1,3W咖啡大兴店,Bob
2019/7/5,A005,男,英国,无业游民,饮料,产品 15,一级,27,1,27,3W咖啡长城店,Jim
2019/7/5,A022,男,中国,无业游民,冰饮,产品 10,一级,58.4,2,116.8,3W咖啡王府井店,Nancy
2019/7/5,A023,女,中国,无业游民,咖啡,产品 4,二级,93,3,279,3W咖啡王府井店,Nancy
2019/7/5,A003,女,中国,退休,咖啡,产品 27,一级,22.5,1,22.5,3W咖啡公主坟店,Andy
2019/7/5,A011,男,美国,无业游民,咖啡,产品 19,二级,56,4,224,3W咖啡望京店,Tom
2019/7/5,A001,男,中国,退休,咖啡,产品 27,一级,22.5,1,22.5,3W咖啡王府井店,Nancy
2019/7/5,A020,男,中国,退休,咖啡,产品 16,三级,38.4,2,76.8,3W咖啡门头沟店,Simon
2019/7/5,A026,女,荷兰,退休,咖啡,产品 27,一级,20,3,60,3W咖啡鲁谷店,Lucy
2019/7/5,A013,女,中国,商务精英,饮料,产品 14,三级,5.6,1,5.6,3W咖啡西单店,Jerry
